label,timestamp1,timestamp2,x_out_fir,y_out_fir,z_out_fir
LatPulldown,,,203.2683868408203,941.4185791015625,402.9143371582031
LatPulldown,,,185.69696044921875,966.5296020507812,412.51983642578125
LatPulldown,,,162.1767578125,985.3997802734375,426.7956848144531
LatPulldown,,,133.117431640625,995.8902587890625,447.98065185546875
LatPulldown,,,98.59351348876953,999.1577758789062,477.02020263671875
LatPulldown,,,60.3087272644043,997.8782348632812,511.12353515625
LatPulldown,,,20.98984146118164,994.4586181640625,544.5452270507812
LatPulldown,,,-15.59990406036377,990.7371215820312,572.9996948242188
LatPulldown,,,-46.54669952392578,988.702392578125,596.057861328125
LatPulldown,,,-71.66016387939453,988.4306030273438,614.0489501953125
LatPulldown,,,-90.58526611328125,988.6818237304688,624.6114501953125
LatPulldown,,,-101.19252014160156,989.2535400390625,625.64697265625
LatPulldown,,,-103.70467376708984,990.9290161132812,621.5697631835938
LatPulldown,,,-103.70570373535156,994.691650390625,623.0059204101562
LatPulldown,,,-106.33003997802734,1000.0202026367188,639.453125
LatPulldown,,,-109.83942413330078,1005.7626342773438,669.9529418945312
LatPulldown,,,-107.88722229003906,1010.9763793945312,701.8916625976562
LatPulldown,,,-96.5454330444336,1014.7183227539062,718.7352905273438
LatPulldown,,,-75.7710189819336,1017.741455078125,710.5838623046875
LatPulldown,,,-47.31382751464844,1022.7241821289062,680.947998046875
LatPulldown,,,-16.07476806640625,1032.8359375,644.8172607421875
LatPulldown,,,9.424190521240234,1049.086181640625,620.69873046875
LatPulldown,,,21.51883316040039,1068.73095703125,618.9417114257812
LatPulldown,,,18.767871856689453,1087.1871337890625,635.8333740234375
LatPulldown,,,6.348167896270752,1101.3372802734375,659.6192626953125
LatPulldown,,,-8.942693710327148,1111.6566162109375,681.21923828125
LatPulldown,,,-23.22709846496582,1121.189208984375,697.9845581054688
LatPulldown,,,-35.34508514404297,1132.555419921875,708.7542724609375
LatPulldown,,,-44.471126556396484,1145.970458984375,710.20458984375
LatPulldown,,,-49.85867691040039,1159.6484375,699.0380249023438
LatPulldown,,,-52.352386474609375,1171.71630859375,675.8152465820312
LatPulldown,,,-53.9372673034668,1181.9495849609375,645.8190307617188
LatPulldown,,,-57.30025100708008,1191.1219482421875,617.30712890625
LatPulldown,,,-66.08826446533203,1199.5152587890625,598.4722900390625
LatPulldown,,,-83.13899993896484,1207.9833984375,593.4679565429688
LatPulldown,,,-107.59786224365234,1218.1529541015625,600.3133544921875
LatPulldown,,,-134.1188507080078,1230.3321533203125,611.8688354492188
LatPulldown,,,-156.2815704345703,1241.9857177734375,618.97509765625
LatPulldown,,,-168.52488708496094,1249.5135498046875,614.2335205078125
LatPulldown,,,-166.58309936523438,1251.3890380859375,594.315185546875
LatPulldown,,,-149.54104614257812,1248.6109619140625,561.0798950195312
LatPulldown,,,-121.5114517211914,1243.3858642578125,520.8340454101562
LatPulldown,,,-90.35387420654297,1238.366943359375,482.0462951660156
LatPulldown,,,-63.12498092651367,1235.91162109375,452.7445983886719
LatPulldown,,,-42.557193756103516,1237.373046875,436.76422119140625
LatPulldown,,,-27.897674560546875,1242.409423828125,431.53021240234375
LatPulldown,,,-18.20514678955078,1248.4576416015625,429.8207702636719
LatPulldown,,,-13.433963775634766,1252.1949462890625,425.061767578125
LatPulldown,,,-13.580848693847656,1251.621826171875,415.5332336425781
LatPulldown,,,-17.732576370239258,1247.504638671875,403.69622802734375
LatPulldown,,,-24.419879913330078,1242.888671875,392.8916931152344
LatPulldown,,,-32.51222229003906,1241.6556396484375,384.3532409667969
LatPulldown,,,-40.8460693359375,1246.5733642578125,377.3364562988281
LatPulldown,,,-48.80070877075195,1257.001220703125,370.4565124511719
LatPulldown,,,-56.72532272338867,1268.6220703125,363.6321105957031
LatPulldown,,,-65.492919921875,1276.248046875,358.1870422363281
LatPulldown,,,-75.64417266845703,1277.239990234375,355.6199645996094
LatPulldown,,,-85.49215698242188,1271.0736083984375,356.50335693359375
LatPulldown,,,-89.95960235595703,1257.2216796875,358.39727783203125
LatPulldown,,,-82.55288696289062,1233.68115234375,357.8416748046875
LatPulldown,,,-63.002742767333984,1198.572998046875,353.44659423828125
LatPulldown,,,-40.83368682861328,1153.366943359375,347.2610778808594
LatPulldown,,,-25.18377685546875,1103.6895751953125,341.79736328125
LatPulldown,,,-13.505038261413574,1057.458251953125,335.5181884765625
LatPulldown,,,4.348891258239746,1020.0078125,324.27276611328125
